Store Name,Ownership Type,City,Country,Longitude,Latitude
8th St & 142nd Ave,Company Owned,Miami,US,-80.43,25.76
Target Miami T-746,Licensed,Miami,US,-80.44,25.69
Bird Ludlam,Company Owned,Miami,US,-80.3,25.73
6320 Biscayne Blvd,Company Owned,Miami,US,-80.18,25.83
Target Miami T-968,Licensed,Miami,US,-80.32,25.68
SW 8 St and SW 84 Ave,Company Owned,Miami,US,-80.33,25.76
Miami Calder Medical Library,Licensed,Miami,US,-80.21,25.79
1690 NE Miami Gardens Drive,Company Owned,Miami,US,-80.17,25.95
Doral Plaza,Company Owned,Miami,US,-80.35,25.81
Univ of Miami Medical Hospital Lobb,Licensed,MIami,US,-80.22,25.79
Biscayne Blvd & 30th,Company Owned,Miami,US,-80.19,25.81
5711 NW 7th St,Company Owned,Miami,US,-80.29,25.78
Bird Rd & 144th Ave,Company Owned,Miami,US,-80.43,25.73
Target Dadeland South T-2843,Licensed,Miami,US,-80.19,25.87
Sunset & 87th,Company Owned,Miami,US,-80.33,25.7
Dadeland Mall Macy's West,Company Owned,Miami,US,-80.31,25.69
MIA North Term D,Licensed,Miami,US,-80.26,25.79
Dixie & Ludlam,Company Owned,Miami,US,-80.3,25.69
JFC @ Jackson Memorial,Licensed,MIAMI,US,-80.21,25.79
Red Rd & NW 176th St,Company Owned,Miami,US,-80.29,25.93
Florida International Univ-Labor Ce,Licensed,Miami,US,-80.38,25.76
Dolphin Mall,Company Owned,Miami,US,-80.38,25.79
Miami International Mall -1st Level,Company Owned,Miami,US,-80.37,25.79
Target Miami Central T-2188,Licensed,Miami,US,-80.19,25.81
MIA - Main E Food Ct,Licensed,Miami,US,-80.26,25.77
The Bond At Brickell,Licensed,Miami,US,-80.19,25.76
47 W. Flagler St,Company Owned,Miami,US,-80.19,25.77
Teavana - The Falls,Company Owned,MIAMI,US,-80.34,25.65
2645 SW 22nd St,Company Owned,Miami,US,-80.24,25.75
827 Arthur Godfrey Road,Company Owned,Miami Beach,US,-80.13,25.81
10th St. & West Ave.,Company Owned,Miami Beach,US,-80.14,25.78
Marriott South Beach-Miami,Licensed,Miami Beach,US,-80.13,25.77
416 Lincoln Rd.,Company Owned,Miami Beach,US,-80.13,25.79
16th & Alton,Company Owned,Miami Beach,US,-80.14,25.79
1201 Washington Ave,Company Owned,Miami Beach,US,-80.13,25.78
Target Miami Beach T-1038,Licensed,Miami Beach,US,-80.16,25.91
Lincoln & Pennsylvania,Company Owned,Miami Beach,US,-80.13,25.79
Lincoln & Meridian,Company Owned,Miami Beach,US,-80.14,25.79
Target Opa Locka/Miami Lakes T-2196,Licensed,Miami Gardens,US,-80.29,25.94
8012 NW 154th St,Company Owned,Miami Lakes,US,-80.33,25.91
95th St & 2nd Ave,Company Owned,Miami Shores,US,-80.19,25.86
52 Curtiss Pkwy,Company Owned,Miami Springs,US,-80.28,25.82
Miramar Pkwy & SW 145th Ave,Company Owned,Miramar,US,-80.34,25.98
Super Target Miramar ST-1512,Licensed,Miramar,US,-80.37,25.98
Miramar Pkwy & Dykes Rd,Company Owned,Miramar,US,-80.36,25.98
Hwy 98 & Grand Blvd,Company Owned,Miramar Beach,US,-86.31,30.38
US 441 & Donnelly,Company Owned,Mount Dora,US,-81.64,28.82
Target Dora T-2062,Licensed,Mount Dora,US,-81.66,28.82
RiverChase,Company Owned,Naples,US,-81.8,26.27
Collier & Triangle,Company Owned,Naples,US,-81.7,26.07
796 Fifth Ave,Company Owned,Naples,US,-81.8,26.14
Pine Ridge & Goodlette,Company Owned,Naples,US,-81.79,26.21
Central Ave & US 41,Company Owned,Naples,US,-81.8,26.15
4810 Davis Blvd,Company Owned,Naples,US,-81.75,26.14
Collier Blvd & Immokalee Rd,Company Owned,Naples,US,-81.69,26.27
Waterside shops,Company Owned,Naples,US,-81.8,26.21
Radio & Santa Barbara,Company Owned,Naples,US,-81.72,26.16
Pineridge & Livingston,Company Owned,Naples,US,-81.75,26.21
Coastland Center,Company Owned,Naples,US,-81.8,26.17
Target Naples T-899,Licensed,Naples,US,-81.77,26.21
Teavana - Waterside Shops,Company Owned,Naples,US,-81.8,26.21
Audubon Plaza,Company Owned,Naples,US,-81.81,26.31
Vanderbilt & Airport,Company Owned,Naples,US,-81.77,26.24
Super Target Naples North ST-2063,Licensed,Naples,US,-81.74,26.27
Aviation Plaza-   Food Court,Licensed,Naval Station Pensacola,US,-87.27,30.35
Atlantic & 3rd,Company Owned,Neptune Beach,US,-81.4,30.32
Little Rd & Ranch Del Rio,Company Owned,New Port Richey,US,-82.67,28.24
Target Seven Springs T-1967,Licensed,New Port Richey,US,-82.67,28.2
US 19 & Gulf Dr,Company Owned,New Port Richey,US,-82.73,28.24
Tioga Town Center,Company Owned,Newberry,US,-82.48,29.66
Florida International Univ-Biscayne,Licensed,North Miami,US,-80.14,25.91
Keystone Plaza,Company Owned,North Miami Beach,US,-80.16,25.9
Cocoplum Village,Company Owned,North Port,US,-82.21,27.04
Safeway - Oakland Park #4319,Licensed,Oakland Park,US,-80.13,26.19
Target Ocala T-873,Licensed,Ocala,US,-82.16,29.17
2708 SW College Rd,Company Owned,Ocala,US,-82.17,29.16
Paddock Mall,Licensed,Ocala,US,-82.17,29.16
SR 200 & SW 46th Ct,Company Owned,Ocala,US,-82.2,29.14
US 301 & W Fort King St,Company Owned,Ocala,US,-82.14,29.19
SR 50 & Blackwood Rd,Company Owned,Ocoee,US,-81.53,28.55
SR 54 & Suncoast Pkwy,Company Owned,Odessa,US,-82.55,28.19
Curlew Rd. & Tampa Rd.,Company Owned,Oldsmar,US,-82.7,28.05
Target Orange City T-874,Licensed,Orange City,US,-81.29,28.92
Saxon & Enterprise,Company Owned,Orange City,US,-81.29,28.91
Blanding & Bolton,Company Owned,Orange Park,US,-81.75,30.15
Target Orange Park T-1497,Licensed,Orange Park,US,-81.72,30.1
Doctors Inlet Rd & Town Ctr Blvd,Company Owned,Orange Park,US,-81.71,30.1
SR 535 & Vistana Centre,Company Owned,Orlando,US,-81.5,28.37
Orlando Premium Outlet,Company Owned,Orlando,US,-81.49,28.39
Colonial Plaza,Company Owned,Orlando,US,-81.35,28.55
S Kirkman rd & Vineland Rd,Company Owned,Orlando,US,-81.46,28.48
Kirkman & Conroy,Company Owned,Orlando,US,-81.46,28.49
Aramark @ UCF Health & Public Affai,Licensed,Orlando,US,-81.2,28.6
MCO - Orlando Main Term Atrium,Licensed,Orlando,US,-81.31,28.43
Florida Mall - First Level,Company Owned,Orlando,US,-81.4,28.45
Loews Portofino Bay Hotel,Licensed,Orlando,US,-81.46,28.48
Teavana - The Mall at Millenia,Company Owned,Orlando,US,-81.43,28.49
Millennia Mall Downstairs,Company Owned,Orlando,US,-81.43,28.49
Prime Outlets at Orlando,Company Owned,Orlando,US,-81.45,28.47
Teavana - Florida Mall,Company Owned,Orlando,US,-81.4,28.45
Universal City Walk - Lower Level,Licensed,Orlando,US,-81.46,28.47
MCO - Orlando Airside Four,Licensed,Orlando,US,-81.31,28.43
Narcoossee & Vickery,Company Owned,Orlando,US,-81.24,28.39
Renaissance Orlando Resort Lobby,Licensed,Orlando,US,-81.47,28.41
Super Target Orlando Sodo ST-2376,Licensed,Orlando,US,-81.38,28.52
MCO - Orlando Airside One,Licensed,Orlando,US,-81.31,28.43
Marriott @ Grand Bohemian-Orlando,Licensed,Orlando,US,-81.38,28.54
Avalon Park & Timber Springs,Company Owned,Orlando,US,-81.15,28.54
East Colonial Dr & Maguire Rd,Company Owned,Orlando,US,-81.35,28.55
N Alafaya Trail & Waterford Lakes,Company Owned,Orlando,US,-81.21,28.56
OBT & Lancaster,Company Owned,Orlando,US,-81.4,28.47
S Kirkman Rd & Metro West Blvd,Company Owned,Orlando,US,-81.46,28.52
S. Orange & Crystal,Company Owned,Orlando,US,-81.38,28.51
JW Marriott Grand Lakes - Lobby,Licensed,Orlando,US,-81.43,28.4
The Mall at Millenia - Upstairs,Company Owned,Orlando,US,-81.43,28.49
Alafaya & Corporate Blvd,Company Owned,Orlando,US,-81.21,28.61
Yale & Edgewater,Company Owned,Orlando,US,-81.39,28.57
Islands of Adventure,Licensed,Orlando,US,-81.47,28.48
Super Target Orlando Milenia T-1518,Licensed,Orlando,US,-81.43,28.49
MCO Airside 2 Rotunda,Licensed,Orlando,US,-81.31,28.43
Plaza Venezia,Company Owned,Orlando,US,-81.49,28.45
Dr Phillips Blvd & Sand Lake Rd,Company Owned,Orlando,US,-81.49,28.45
Sand Lake Rd & International Dr.,Company Owned,Orlando,US,-81.47,28.45
S John Young Parkway Towne Pl Blvd,Company Owned,Orlando,US,-81.42,28.37
Loews Cabana Bay Beach Resort,Licensed,Orlando,US,-81.47,28.47
Doubletree Hotel @ Universal Studio,Licensed,Orlando,US,-81.46,28.48
Universal Studios / the arcade,Licensed,Orlando,US,-81.47,28.48
International Dr & Central FL Pkwy,Company Owned,Orlando,US,-81.46,28.41
S Semoran Blvd & Lee Vista Blvd,Company Owned,Orlando,US,-81.31,28.47
Thornton Park,Company Owned,Orlando,US,-81.37,28.54
Super Target Orlando ST-1790,Licensed,Orlando,US,-81.41,28.37
Super Target Orlando ST-1760,Licensed,Orlando,US,-81.2,28.55
Lake Underhill & Chickasaw,Company Owned,Orlando,US,-81.27,28.54
Marriott - Orlando World Center,Licensed,Orlando,US,-81.51,28.36
Granada & Hwy A1A,Company Owned,Ormond Beach,US,-81.04,29.29
SR 40 & I-95,Company Owned,Ormond Beach,US,-81.11,29.26
Aloma & Deep Lake,Company Owned,Oviedo,US,-81.26,28.62
Target Oviedo T-897,Licensed,Oviedo,US,-81.24,28.66
Mitchell Hammock & City Plaza,Company Owned,Oviedo,US,-81.2,28.66
Target Pace (Milton) T-2279,Licensed,Pace,US,-87.13,30.6
Palm Bay Rd & I-95,Company Owned,Palm Bay,US,-80.65,28.03
Worth Ave & Ocean Blvd,Company Owned,Palm Beach,US,-80.04,26.7
Garden Square Shops,Company Owned,Palm Beach,US,-80.11,26.84
Gardens Mall - Lower Level,Company Owned,Palm Beach Gardens,US,-80.09,26.85
Northlake Blvd & I-95,Company Owned,Palm Beach Gardens,US,-80.1,26.81
Gardens Mall - Upper Level,Company Owned,Palm Beach Gardens,US,-80.09,26.85
PGA & US Hwy 1,Company Owned,Palm Beach Gardens,US,-80.06,26.85
Teavana - The Gardens,Company Owned,PALM BEACH GARDENS,US,-80.08,26.85
PGA & Turnpike,Company Owned,Palm Beach Gardens,US,-80.13,26.84
3036 SW Martin Downs Blvd,Company Owned,Palm City,US,-80.29,27.17
Super Target Palm Coast ST-2364,Licensed,Palm Coast,US,-81.22,29.48
Palm Coast Pkwy & I-95,Company Owned,Palm Coast,US,-81.21,29.56
US 19 & Curlew Rd,Company Owned,Palm Harbor,US,-82.74,28.05
Target Palm Harbor T-652,Licensed,Palm Harbor,US,-82.71,28.06
East Lake & Ridgemoor,Company Owned,Palm Harbor,US,-82.69,28.1
Old Cutler Rd & SW 168th St,Company Owned,Palmetto Bay,US,-80.31,25.61
Hwy 77 & 23rd St,Company Owned,Panama City,US,-85.65,30.19
Target Panama City T-2208,Licensed,Panama City Beach,US,-85.88,30.22
Pier Park & Hilton,Company Owned,Panama City Beach,US,-85.87,30.22
Emerald Beach Resort,Licensed,Panama City Beach,US,-85.86,30.21
Shops at Parkland,Company Owned,Parkland,US,-80.2,26.32
Target Pembroke Pines T-920,Licensed,Pembroke Pines,US,-80.3,26.01
Shops at Pembroke Gardens,Company Owned,Pembroke Pines,US,-80.34,26
Pines Blvd & 96th,Company Owned,Pembroke Pines,US,-80.27,26.01
Pembroke Lakes  Mall - First Level,Company Owned,Pembroke Pines,US,-80.3,26.01
Flamingo Falls,Company Owned,Pembroke Pines,US,-80.31,26.03
15810 Pines Blvd,Company Owned,Pembroke Pines,US,-80.36,26.01
Bayou Blvd & 9th Ave.,Company Owned,Pensacola,US,-87.21,30.47
Target Pensacola West T-2445,Licensed,Pensacola,US,-87.36,30.36
Sodexho/government services/mwr/pen,Licensed,Pensacola,US,-87.28,30.35
Nine Mile Rd & Hillview Drive,Company Owned,Pensacola,US,-87.23,30.53
Cordova Mall - First Level,Company Owned,Pensacola,US,-87.21,30.47
Chartwells @ University of West Flo,Licensed,Pensacola,US,-87.22,30.54
Nine Mile & Pine Forest,Company Owned,Pensacola,US,-87.31,30.53
Bayou Blvd & Rave Access Dr,Company Owned,Pensacola,US,-87.22,30.47
Target Pensacola NE T-1273,Licensed,Pensacola,US,-87.22,30.53
Dixie Belle Shoppe's,Company Owned,Pinecrest,US,-80.33,25.66
9001 S. Dixie Hwy.,Company Owned,Pinecrest,US,-80.31,25.69
Park Blvd & US Hwy 19,Company Owned,Pinellas Park,US,-82.68,27.84
Park & Belcher,Company Owned,Pinellas Park,US,-82.74,27.84
Target Pinellas Park T-2064,Licensed,Pinellas Park,US,-82.68,27.84
Thonotosassa & I-4,Company Owned,Plant City,US,-82.15,28.03
Sunrise Jacaranda Square,Company Owned,Plantation,US,-80.27,26.15
Plantation Towne Square,Company Owned,Plantation,US,-80.24,26.12
Teavana - Broward,Company Owned,Plantation,US,-80.25,26.12
Cleary & Nob Hill,Company Owned,Plantation,US,-80.29,26.13
Pompano Plaza,Company Owned,Pompano Beach,US,-80.1,26.23
1800 N. Federal Hwy,Company Owned,Pompano Beach,US,-80.1,26.25
A1A & Palm Valley Ponte Vedra,Company Owned,Ponte Vedra,US,-81.38,30.19
Marriott Sawgrass,Licensed,Ponte Vedra Beach,US,-81.39,30.2
Port Charlotte,Company Owned,Port Charlotte,US,-82.15,27.01
Target Port Charlotte T-690,Licensed,Port Charlotte,US,-82.14,27.01
Kings Hwy & I-75,Company Owned,Port Charlotte,US,-82.05,27.02
Super Target Port Orange ST-1795,Licensed,Port Orange,US,-81.03,29.11
Dunlawton Avenue & Yorktowne,Company Owned,Port Orange,US,-81.03,29.11
Gulf View Square,Company Owned,Port Richey,US,-82.71,28.29
St Lucie West & I-95,Company Owned,Port St. Lucie,US,-80.41,27.31
Target St. Lucie West T-2248,Licensed,Port St. Lucie,US,-80.43,27.27
Big Bend & US 301,Company Owned,Riverview,US,-82.33,27.79
SuperTarget - Brandon South T-2235,Licensed,Riverview,US,-82.33,27.9
Bloomingdale & Providence,Company Owned,Riverview,US,-82.32,27.89
US 301 & Falkenburg,Company Owned,Riverview,US,-82.35,27.91
Barnes & Murrell,Company Owned,Rockledge,US,-80.72,28.29
Southern Blvd. & 441,Company Owned,Royal Palm Beach,US,-80.2,26.69
Southern Blvd & Lamstein LaneRoyal,Company Owned,Royal Palm Beach,US,-80.22,26.68
Main St & Bayshore,Company Owned,Safety Harbor,US,-82.69,27.99
A1A & State Rd. 3,Company Owned,Saint Augustine,US,-81.27,29.83
US 1 & International Golf Pkwy,Company Owned,Saint Augustine,US,-81.39,30.01
CR 210 & I-95,Company Owned,Saint Augustine,US,-81.5,30.06
Park & Sheen,Company Owned,Saint Petersburg,US,-82.75,27.82
4th St & 89th Ave,Company Owned,Saint Petersburg,US,-82.64,27.85
Central Ave & 66th St,Company Owned,Saint Petersburg,US,-82.73,27.77
Tyrone Square,Company Owned,Saint Petersburg,US,-82.73,27.79
4th St. & 9th Ave.,Company Owned,Saint Petersburg,US,-82.64,27.78
Tyrone Blvd North & 22nd Ave N,Company Owned,Saint Petersburg,US,-82.73,27.79
4th St & 50th Ave,Company Owned,Saint Petersburg,US,-82.64,27.82
Ulmerton Rd & Egret Blvd,Company Owned,Saint Petersburg,US,-82.67,27.89
Baywalk,Company Owned,Saint Petersburg,US,-82.64,27.77
SFB Rental Car Temp Cafe,Licensed,Sanford,US,-81.24,28.78
Super Target Sanford ST-1966,Licensed,Sanford,US,-81.33,28.8
Sarasota Square Mall - First Level,Company Owned,Sarasota,US,-82.49,27.23
3604 84th Ave Circle East,Company Owned,Sarasota,US,-82.52,27.39
Target Sarasota North T-799,Licensed,Sarasota,US,-82.46,27.34
US 41 & Worrington Ave,Company Owned,Sarasota,US,-82.53,27.29
5485 University Parkway,Company Owned,Sarasota,US,-82.46,27.39
S. Tamiami Trail & Beneva,Company Owned,Sarasota,US,-82.5,27.23
Macy's at University Town Center  S,Licensed,Sarasota,US,-82.45,27.39
1st St & Central Ave,Company Owned,Sarasota,US,-82.54,27.34
Bee Ridge & Beneva,Company Owned,Sarasota,US,-82.5,27.3
5825 Derek Avenue,Company Owned,Sarasota,US,-82.48,27.27
Bee Ridge Rd & Cattlemen Rd,Company Owned,Sarasota,US,-82.45,27.3
Teavana - Sarasota -  UTC,Company Owned,Sarasota,US,-82.46,27.39
Super Target Sarasota ST-2034,Licensed,Sarasota,US,-82.46,27.39
University Town Center Mall,Company Owned,Sarasota,US,-82.45,27.38
Midtown Plaza,Company Owned,Sarasota,US,-82.53,27.32
SRQ Post Security,Licensed,Sarasota,US,-82.55,27.39
Target Sarasota T-665,Licensed,Sarasota,US,-82.49,27.23
443 St Armands Circle,Company Owned,Sarasota,US,-82.58,27.32
Fruitville Rd & Honore Ave,Company Owned,Sarasota,US,-82.46,27.34
US 27 & Thunderbird,Company Owned,Sebring,US,-81.49,27.5
Park Blvd & Seminole Blvd,Company Owned,Seminole,US,-82.79,27.84
Starkey & Bryan Dairy,Company Owned,Seminole,US,-82.76,27.87
Il Villagio,Company Owned,South Beach,US,-80.13,25.79
Target Spring Hill East - T-2489,Licensed,Spring Hill,US,-82.6,28.5
Target Spring Hill T-919,Licensed,Spring Hill,US,-82.59,28.5
SR16 & I-95,Company Owned,St Augustine,US,-81.41,29.92
Hilton St. Petersburg,Licensed,St Petersburg,US,-82.63,27.77
US 192 & Old Canoe Creek,Company Owned,St. Cloud,US,-81.31,28.25
Target St. Petersburg/Park & Tyrone,Licensed,St. Petersburg,US,-82.76,27.81
Teavana - Tyrone Square,Company Owned,St. Petersburg,US,-82.73,27.79
Bay Pines & 100th Way N,Company Owned,St. Petersburg,US,-82.78,27.81
US 1 & Britt Rd,Company Owned,Stuart,US,-80.27,27.24
Target Stuart T-816,Licensed,Stuart,US,-80.27,27.23
Cove Rd & US Hwy 1,Company Owned,Stuart,US,-80.21,27.13
Monterey Rd & Federal Hwy,Company Owned,Stuart,US,-80.24,27.18
RK Centre North,Company Owned,Sunny Isles Beach,US,-80.12,25.93
NW 136th Ave & I-595,Company Owned,Sunrise,US,-80.33,26.12
Sawgrass Mills Mall West,Company Owned,Sunrise,US,-80.32,26.15
Teavana - Sawgrass Mills,Company Owned,Sunrise,US,-80.32,26.15
Sunrise Blvd & Panther Pkwy,Company Owned,Sunrise,US,-80.33,26.15
Springtree & University,Company Owned,Sunrise,US,-80.26,26.17
9560 Harding Ave,Company Owned,Surfside,US,-80.12,25.89
I-10 & Thomasville Rd,Company Owned,Tallahassee,US,-84.25,30.5
Target Tallahassee T-844,Licensed,Tallahassee,US,-84.24,30.43
Florida State University-Dirac Libr,Licensed,Tallahassee,US,-84.3,30.44
1703 W Tennessee,Company Owned,Tallahassee,US,-84.31,30.45
Florida State University/ Wildwood,Licensed,Tallahassee,US,-84.3,30.44
North Monroe & Fred George,Company Owned,Tallahassee,US,-84.33,30.5
Thomasville & Kerry Forest Pkwy,Company Owned,Tallahassee,US,-84.23,30.54
Governor's Square Mall - FoodCourt,Company Owned,Tallahassee,US,-84.25,30.44
Florida St Unviersity-Strozier Libr,Licensed,Tallahassee,US,-84.3,30.44
Target-Tallahassee T-1973,Licensed,Tallahassee,US,-84.22,30.56
Magnolia & Governors Square Blvd,Company Owned,Tallahassee,US,-84.26,30.44
N. Monroe & John Knox,Company Owned,Tallahassee,US,-84.29,30.47
W Tennessee & N Copeland,Company Owned,Tallahassee,US,-84.29,30.44
Capital Circle & Blair Stone,Company Owned,Tallahassee,US,-84.24,30.4
3400 Bay to Bay Blvd.,Company Owned,Tampa,US,-82.5,27.92
Fowler & 15th,Company Owned,Tampa,US,-82.44,28.05
Teavana - International Plaza,Company Owned,Tampa,US,-82.52,27.96
TPA - Landside Evenings,Licensed,Tampa,US,-82.54,27.97
N. Dale Mabry & Linebaugh,Company Owned,Tampa,US,-82.51,28.04
Super Target Oldsmar (Tampa) T-2289,Licensed,Tampa,US,-82.61,28.02
Hilton Downtown Tampa,Licensed,Tampa,US,-82.46,27.95
Teavana - Citrus Park Mall,Company Owned,Tampa,US,-82.58,28.07
401 S. Dale Mabry Hwy,Company Owned,Tampa,US,-82.51,27.94
Target Tampa T-655,Licensed,Tampa,US,-82.5,28.09
MLK & Habana,Company Owned,Tampa,US,-82.49,27.98
TPA - Airside E,Licensed,Tampa,US,-82.54,27.97
Bruce B Downs & E 132nd St,Company Owned,Tampa,US,-82.43,28.07
TPA - Airside A Reserve,Licensed,Tampa,US,-82.54,27.97
Tampa General Hospital,Licensed,Tampa,US,-82.46,27.94
Kennedy Blvd & S Dakota Ave,Company Owned,Tampa,US,-82.48,27.94
Dale Mabry & Walnut,Company Owned,Tampa,US,-82.51,27.96
Montague & Linebaugh,Company Owned,Tampa,US,-82.6,28.04
W Gandy Blvd & S Himes,Company Owned,Tampa,US,-82.5,27.89
Howard & Moody,Company Owned,Tampa,US,-82.48,27.94
Tampa Embassy Suites Convention Ctr,Licensed,Tampa,US,-82.46,27.94
Westshore Plaza Mall,Company Owned,Tampa,US,-82.53,27.95
N. Westshore Blvd & W. Main St,Company Owned,Tampa,US,-82.52,27.96
Target Tampa T-2040,Licensed,Tampa,US,-82.51,27.96
Citrus Park Mall - First Level,Company Owned,Tampa,US,-82.58,28.07
Fletcher & Park Edge,Company Owned,Tampa,US,-82.37,28.07
Waters & Anderson,Company Owned,Tampa,US,-82.54,28.03
Westin Tampa Bay,Licensed,Tampa,US,-82.57,27.97
Fowler & 50th,Company Owned,Tampa,US,-82.4,28.05
TPA - Airside C,Licensed,Tampa,US,-82.54,27.97
I-275 & Hillsborough,Company Owned,Tampa,US,-82.45,28
Westshore & Kennedy,Company Owned,Tampa,US,-82.52,27.94
Race Track & Nine Eagles,Company Owned,Tampa,US,-82.63,28.07
Target Tampa/Town & Country T-798,Licensed,Tampa,US,-82.55,28.03
U of S. FL - Library,Licensed,Tampa,US,-82.41,28.05
International Mall - First Level,Company Owned,Tampa,US,-82.52,27.96
BB Downs & Richmond Park Dr.,Company Owned,Tampa,US,-82.37,28.13
TPA - Airside F Reserve,Licensed,Tampa,US,-82.54,27.97
Shoppes of Carrollwood,Company Owned,Tampa,US,-82.51,28.08
Univ of S. Florida-Juniper Dining H,Licensed,Tampa,US,-82.41,28.05
8602 Hillsborough Ave,Company Owned,Tampa,US,-82.58,28
University of Tampa Education Cente,Licensed,Tampa,US,-82.47,27.94
Tarpon Ave & US Hwy 19,Company Owned,Tarpon Springs,US,-82.74,28.14
Sumter Landing,Company Owned,The Villages,US,-81.97,28.91
Target Titusville T-2269,Licensed,Titusville,US,-80.84,28.55
SR 50 & I-95,Company Owned,Titusville,US,-80.85,28.55
Sheridan St & Dykes Rd,Company Owned,Town of Southwest Ranches,US,-80.36,26.03
SR 54 & Little Rd,Company Owned,Trinity,US,-82.67,28.2
Target Venice T-813,Licensed,Venice,US,-82.39,27.05
41 Center Road,Company Owned,Venice,US,-82.43,27.08
6280 20th Street (SR 60),Company Owned,Vero Beach,US,-80.46,27.64
Federal Hwy & 12th St,Company Owned,Vero Beach,US,-80.39,27.62
Target Vero Beach T-1050,Licensed,Vero Beach,US,-80.45,27.64
Super Target Viera ST-1934,Licensed,Viera,US,-80.72,28.23
Forest Hill Blvd & Wellington Trace,Company Owned,Wellington,US,-80.25,26.67
Wellington Green,Company Owned,Wellington,US,-80.21,26.65
Super Target Wellington ST-2065,Licensed,Wellington,US,-80.2,26.59
Wellington Mall,Company Owned,Wellington,US,-80.21,26.65
Bruce B Downs Blvd & SR56,Company Owned,Wesley Chapel,US,-82.35,28.18
Super Target Wesley Chapel ST-1382,Licensed,Wesley Chapel,US,-82.36,28.17
Target West Melbourne - T-2547,Licensed,West Melbourne,US,-80.67,28.04
Hwy 192 & McClain St,Company Owned,West Melbourne,US,-80.65,28.08
Teavana - Wellington Greene,Company Owned,West Palm,US,-80.21,26.65
PBI - West Palm Concourse-B,Licensed,West Palm Beach,US,-80.09,26.69
PBI - West Palm Conc C Secur. Entr,Licensed,West Palm Beach,US,-80.09,26.66
Super Target West Palm Beach ST-19,Licensed,West Palm Beach,US,-80.2,26.71
Okeechobee Blvd & I-95,Company Owned,West Palm Beach,US,-80.08,26.71
Palladium at City Place,Company Owned,West Palm Beach,US,-80.06,26.71
Clematis St.,Company Owned,West Palm Beach,US,-80.05,26.71
Target West Palm Beach T-2427,Licensed,West Palm Beach,US,-80.09,26.72
1815 Palm Beach Lakes Blvd,Company Owned,West Palm Beach,US,-80.09,26.72
PBI - West Palm Conc C,Licensed,West Palm Beach,US,-80.09,26.69
Weston Town Center,Company Owned,Weston,US,-80.38,26.1
Lakes Plaza,Company Owned,Weston,US,-80.39,26.12
Griffin & Weston,Company Owned,Weston,US,-80.36,26.07
1015 NE 26th St,Company Owned,Wilton Manors,US,-80.13,26.16
Super Target Winter Garden ST- 2264,Licensed,Winter Garden,US,-81.6,28.52
Winter Garden Village,Company Owned,Winter Garden,US,-81.59,28.52
Cypress Gardens Dr & US 17,Company Owned,Winter Haven,US,-81.73,28
Target Orlando/Winter Park T-2032,Licensed,Winter Park,US,-81.29,28.6
Aloma & Balfour,Company Owned,Winter Park,US,-81.32,28.6
400 Park Avenue,Company Owned,Winter Park,US,-81.35,28.59
Publix Winter Park 1488,Licensed,WINTER PARK,US,-81.37,28.6
University & Goldenrod,Company Owned,Winter Park,US,-81.29,28.6
WinterPark Village,Company Owned,Winter Park,US,-81.36,28.6
Tuskawilla Rd & Red Bug Lake Rd,Company Owned,Winter Springs,US,-81.27,28.65
Target Yulee T-2155,Licensed,Yulee,US,-81.56,30.63
A1A & Chester,Company Owned,Yulee,US,-81.55,30.63
Super Target Acworth ST-2091,Licensed,Acworth,US,-84.68,34.04
Hwy 41 & Mars Hill Rd,Company Owned,Acworth,US,-84.7,34.04
Aramark @ Meredyth Place Med,Licensed,Albany,US,-84.22,31.61
Dawson Road and Westover,Company Owned,Albany,US,-84.22,31.62
Phoebe Putney Memorial Hospital,Licensed,Albany,US,-84.16,31.59
Crabapple Rd & Houze Rd,Company Owned,Alpharetta,US,-84.36,34.08
Holcomb Br. @ Barnwell,Company Owned,Alpharetta,US,-84.27,33.99
Kroger-Alpharetta #444,Licensed,Alpharetta,US,-84.25,34.15
Alpharetta Crossing,Company Owned,Alpharetta,US,-84.29,34.07
Kroger - Alpharetta #344,Licensed,Alpharetta,US,-84.27,34.02
North Point & Haynes Bridge,Company Owned,Alpharetta,US,-84.29,34.05
Old Milton & Amber Park,Company Owned,Alpharetta,US,-84.28,34.07
Alpharetta Barnes & Noble,Company Owned,Alpharetta,US,-84.3,34.04
Old Milton Pkwy @ State Bridge,Company Owned,Alpharetta,US,-84.24,34.06
Bethany & Hwy 9,Company Owned,Alpharetta,US,-84.27,34.12
Windward & Cingular,Company Owned,Alpharetta,US,-84.27,34.09
Target Alpharetta T-970,Licensed,Alpharetta,US,-84.28,34.05
The Terrace @ Windward,Company Owned,Alpharetta,US,-84.24,34.09
Kroger - Alpharetta GA #390,Licensed,Alpharetta,US,-84.22,34.05
Teavana - Northpoint,Company Owned,ALPHARETTA,US,-84.29,34.05
Haynes Bridge Village,Company Owned,Alpharetta,US,-84.27,34.02
Northpoint Mall,Company Owned,Alpharetta,US,-84.29,34.05
Kroger-Athens #255,Licensed,Athens,US,-83.34,33.92
Kroger Athens #428,Licensed,Athens,US,-83.41,33.95
Kroger - Athens #618,Licensed,Athens,US,-83.35,34
Epps Bridge Rd @ Hwy 316,Company Owned,Athens,US,-83.44,33.92
Athens,Company Owned,Athens,US,-83.38,33.96
